text,label_id,category
Busway,2,transportasi
CGV,5,hiburan
Pembalut,3,belanja
Tas,3,belanja
Carpaccio,0,makanan
Pasta Gg6,3,belanja
Topi,3,belanja
Buk Kuliah,3,belanja
Muffin,0,makanan
Kacamata,6,kesehatan
Tagihan Air,4,tagihan
Kimia Farma,6,kesehatan
ANTASIDA,6,kesehatan
CGV,5,hiburan
buku catatan,3,belanja
Servi M$tor,2,transportasi
Dokter,6,kesehatan
Wahana,5,hiburan
Iuran Kelas,7,lain_lain
Data Internet,4,tagihan
1xBayar Kos,4,tagihan
Buku Tulis,3,belanja
zopi Latte,1,minuman
Maxim,2,transportasi
Steak,0,makanan
Sikat Gigi,3,belanja
GrabBike,2,transportasi
Keyboard,3,belanja
Karaoke,5,hiburan
Isi Bensin,2,transportasi
Noodle,0,makanan
VANILLA LATTE,1,minuman
Buku Novel,5,hiburan
Hoodie,3,belanja
Top Up FF,5,hiburan
Bus,2,transportasi
XXI,5,hiburan
kontrakan,4,tagihan
Penggaris,3,belanja
youtube premium,4,tagihan
Token Listrik,4,tagihan
Es Dawet,1,minuman
_Jaket_,3,belanja
Top Up FF,5,hiburan
.Tagihan Listrik#,4,tagihan
Chicken Wing,0,makanan
Ongkir,7,lain_lain
Print,7,lain_lain
Tike KRL,2,transportasi
Tiramisu,0,makanan
Nasi Goreng,0,makanan
Kacamata,6,kesehatan
Carrot Cake,0,makanan
Isv Pulsa,4,tagihan
*Oolong Tea-,1,minuman
tenis,5,hiburan
Cat Akrilik,5,hiburan
Textbook,3,belanja
Topi,3,belanja
Energen,1,minuman
Tol,2,transportasi
Tiket Bioskop,5,hiburan
Rumah Sakit,6,kesehatan
Gym,5,hiburan
Konsultasi Dokter,6,kesehatan
pulsa,4,tagihan
.Lab Kesehatan.,6,kesehatan
Pertalite,2,transportasi
Kopi Susu,1,minuman
Iuran Organisasi,7,lain_lain
Nugget,0,makanan
Shopee,3,belanja
Jjajangmyeon,0,makanan
TOP UP MOBILE LEGENDS,5,hiburan
Nachos,0,makanan
Detergen,3,belanja
Nasi Ayam Geprek,0,makanan
maximcar,2,transportasi
Buku Novel,5,hiburan
Japchae,0,makanan
Pisang Goreng,0,makanan
Cabut Gigi,6,kesehatan
SALON,7,lain_lain
Top Up PUBG,5,hiburan
Ric Bowl,0,makanan
.Mineral Water#,1,minuman
-Biaya Pendaftaran.,7,lain_lain
3xKaraoke,5,hiburan
Ibuprofen,6,kesehatan
2 Flashdisk,3,belanja
Isi Pulsa,4,tagihan
Kereta Api,2,transportasi
-Laundry-,7,lain_lain
.Fitness.,5,hiburan
_Zakat_,7,lain_lain
*Caesar Salad.,0,makanan
#Sweater.,3,belanja
Power Bank,3,belanja
apotek,6,kesehatan
Obat Maag,6,kesehatan
Taksi Online,2,transportasi
2 Cinepolis,5,hiburan
Hansaplast,6,kesehatan
GUARDIAN,6,kesehatan
Biaya Kos,4,tagihan
Billiard,5,hiburan
asta,0,makanan
KOMIK,5,hiburan
Lain-lain,7,lain_lain
1 Pembalut,3,belanja
Milk Tea,1,minuman
2xSteam,5,hiburan
Hoodie,3,belanja
festival,5,hiburan
Anteraja,7,lain_lain
-Kopi Mocha_,1,minuman
Tiket MRT,2,transportasi
Jus Semangka,1,minuman
Internet Bulanan,4,tagihan
3xIsi Bensin,2,transportasi
PCR,6,kesehatan
_Milkshake_,1,minuman
ayam bakar,0,makanan
cuci baju,7,lain_lain
Amoxicillin,6,kesehatan
Freid Rice,0,makanan
PDAM,4,tagihan
Transjakarta,2,transportasi
1xHazelnut Latte,1,minuman
PLN,4,tagihan
Microsoft 365,4,tagihan
ANTERAJA,7,lain_lain
Ayam Kremes,0,makanan
Pulsa,4,tagihan
-Tagihan Listrik-,4,tagihan
Chicken Bowl,0,makanan
Tenis,5,hiburan
Internet Bulanan,4,tagihan
Top Up Mobile Legends,5,hiburan
Tiket Bioskop,5,hiburan
STEAM,5,hiburan
laundry,7,lain_lain
Paracetamol,6,kesehatan
Milk Tea,1,minuman
Sampo,3,belanja
TEXTBOOK,3,belanja
maximcar,2,transportasi
Transfer,7,lain_lain
teh susu,1,minuman
Softlens,6,kesehatan
CUP UBG,5,hiburan
Sandal,3,belanja
JNE,7,lain_lain
GoRide,2,transportasi
KOPI DALGONA,1,minuman
Cuc iBa0u,7,lain_lain
Ibuprofen,6,kesehatan
Teh Susu,1,minuman
Parkie Moto,2,transportasi
_Taman Bermain.,5,hiburan
ADOBE,4,tagihan
PARKIR MOTOR,2,transportasi
Parfait,0,makanan
Nasi Goreng Spesial,0,makanan
Lemonade,1,minuman
Parkir Motor,2,transportasi
Disney Plu,4,tagihan
Commuter Line,2,transportasi
Alat Musik,5,hiburan
Air Mineral,1,minuman
_Paket Nasi Ayam.,0,makanan
Kolam Renang,5,hiburan
Lychee Drink,1,minuman
Hotdog,0,makanan
Buku Nove,5,hiburan
Komik,5,hiburan
Kontrakan,4,tagihan
AppleJ uice,1,minuman
Tiket Pesawat,2,transportasi
Alat Musik,5,hiburan
Tagihan HP,4,tagihan
Sausage Brea,0,makanan
Bensin,2,transportasi
Tambal Gigi,6,kesehatan
Lumpia,0,makanan
3xKopi Instan,1,minuman
Milkshake,1,minuman
JNE,7,lain_lain
Tambal Gigi,6,kesehatan
IndiHome,4,tagihan
Fries,0,makanan
E-Toll,2,transportasi
Minyak Kayu Putih,6,kesehatan
2 Muffin,0,makanan
Apotek,6,kesehatan
Aljt Musbk,5,hiburan
_Es Buah-,1,minuman
Gojek,2,transportasi
XXI,5,hiburan
_Ayam Kremes-,0,makanan
1 Apple Music,4,tagihan
Futsal,5,hiburan
data internet,4,tagihan
@ Buku Kuliah,3,belanja
1 Milkshake,1,minuman
1 Formulir,7,lain_lain
Scan,7,lain_lain
Chickea Wi(g,0,makanan
Cuci Baju,7,lain_lain
Vitamin C,6,kesehatan
2xGanti Oli,2,transportasi
Es Campur,1,minuman
Biaya Kos,4,tagihan
DOMPET,3,belanja
air mineral,1,minuman
Tiket MRT,2,transportasi
@ Buku Catatan,3,belanja
*Anteraja*,7,lain_lain
#Tagihan Telepon.,4,tagihan
CALPICO,1,minuman
Lab Kesehatan,6,kesehatan
frappe,1,minuman
Scan,7,lain_lain
BBQ Chicken,0,makanan
Bensin,2,transportasi
Iuran,4,tagihan
Top Up Genshin,5,hiburan
First Media,4,tagihan
Donasi,7,lain_lain
WiFi,4,tagihan
Print,7,lain_lain
3xIuran Kelas,7,lain_lain
OVALTINE,1,minuman
Canva Pro,4,tagihan
Brown Sugar Latte,1,minuman
.Nasi Goreng.,0,makanan
Hazelnut Latte,1,minuman
3xFries,0,makanan
Kopi Hitam,1,minuman
TIKET BIOSKOP,5,hiburan
Nasi Putih,0,makanan
Tiket Kereta,2,transportasi
Paket Data,4,tagihan
3xMasker,6,kesehatan
Biaya Pendaftaran,7,lain_lain
Bowling,5,hiburan
Top Up Mobile Legends,5,hiburan
Tiket Konser,5,hiburan
GANTI OLI,2,transportasi
Sandwich,0,makanan
GYM,5,hiburan
Kwetiau,0,makanan
Legalisir,7,lain_lain
UC PUBG,5,hiburan
PASTA GIGI,3,belanja
Grab,2,transportasi
Bayar Listrik,4,tagihan
Belanja Onlin,3,belanja
Cukur,7,lain_lain
NESCAFE,1,minuman
Kimia Farma,6,kesehatan
Brown Sugar Latte,1,minuman
Salon,7,lain_lain
2 UC PUBG,5,hiburan
Udon,0,makanan
Tiket Kereta,2,transportasi
Fotokopi,7,lain_lain
Kebun Binatang,5,hiburan
Kontrakan,4,tagihan
taman bermain,5,hiburan
Tagiha Air,4,tagihan
Gelang,3,belanja
Masker,6,kesehatan
Potong Rambut,7,lain_lain
Patungan,7,lain_lain
Uang Kos,4,tagihan
PLN,4,tagihan
Obat Sakit Kepala,6,kesehatan
spidol,3,belanja
Tiket Pesawat,2,transportasi
Hoodie,3,belanja
#Obat Batuk-,6,kesehatan
Angkot,2,transportasi
Tempura,0,makanan
Top Up PUBG,5,hiburan
Softlens,6,kesehatan
es buah,1,minuman
CGV,5,hiburan
Pembalut,3,belanja
Infaq,7,lain_lain
Iuran Organisasi,7,lain_lain
Alat Musik,5,hiburan
Taman Bermain,5,hiburan
Pertalite,2,transportasi
keyboard,3,belanja
Aqua,1,minuman
Tiket Pesawat,2,transportasi
Cheeescaek,0,makanan
Amoxicillin,6,kesehatan
Mouse,3,belanja
Servis Moto,2,transportasi
Greek Salad,0,makanan
Transfer,7,lain_lain
Nonton Film,5,hiburan
1xBiaya Pendaftaran,7,lain_lain
tas,3,belanja
Adobe,4,tagihan
Futsal,5,hiburan
Pecel Lele,0,makanan
Administrasi,4,tagihan
keyboard,3,belanja
Amoxicillin,6,kesehatan
oodlg,0,makanan
2 Paket Nasi Ayam,0,makanan
SPBU,2,transportasi
Es Buah,1,minuman
Ganti Oli,2,transportasi
Deodoran,3,belanja
E seKlapaMuda,1,minuman
*Administrasi*,4,tagihan
cgv,5,hiburan
French Toast,0,makanan
Teh Tari,1,minuman
1xNasi Ayam,0,makanan
Cinepolis,5,hiburan
Isi Bensin,2,transportasi
legalisir,7,lain_lain
Voucher Game,5,hiburan
Sorbet,0,makanan
1xAdobe,4,tagihan
Lain-lain,7,lain_lain
Top Up Genshin,5,hiburan
Tagihan Air,4,tagihan
-Biaya Periksa#,6,kesehatan
1xTiket Masuk,5,hiburan
3xTiket Bus,2,transportasi
Co5muter Line,2,transportasi
Bulgogi,0,makanan
Ayam Bakar,0,makanan
Boba,1,minuman
Kimia Farma,6,kesehatan
ATM,7,lain_lain
SUPLEMEN,6,kesehatan
Jus Semangk,1,minuman
Kowi Espe%so,1,minuman
MINERAL WATER,1,minuman
Billiard,5,hiburan
Sandwich,0,makanan
IBUPROFEN,6,kesehatan
Ongkir,7,lain_lain
Tike Bioskop,5,hiburan
Cuci Baju,7,lain_lain
Nasi Padang,0,makanan
Tisu,3,belanja
Netflix,4,tagihan
Futsal,5,hiburan
NASI BAKAR,0,makanan
Deodoran,3,belanja
Wonton,0,makanan
rok,3,belanja
Salon,7,lain_lain
Pecel Lele,0,makanan
GELANG,3,belanja
Es Cendol,1,minuman
_Canva Pro_,4,tagihan
JNT,7,lain_lain
cat akrilik,5,hiburan
cukur,7,lain_lain
Tagihan Air,4,tagihan
Futsal,5,hiburan
Parkir,2,transportasi
JILID,7,lain_lain
Tenis,5,hiburan
2xKuota Internet,4,tagihan
Frappe,1,minuman
NE,7,lain_lain
Kolam Renang,5,hiburan
Penggaris,3,belanja
SARAPAN,0,makanan
@ PDAM,4,tagihan
Es Dawet,1,minuman
blt,0,makanan
Softlens,6,kesehatan
CABUT GIGI,6,kesehatan
Apple Music,4,tagihan
Angkot,2,transportasi
1xDisney Plus,4,tagihan
Cabut Gigi,6,kesehatan
Laundry,7,lain_lain
Sikat Gigi,3,belanja
LAB KESEHATAN,6,kesehatan
Tiket MRT,2,transportasi
Biaya Kos,4,tagihan
Siomay,0,makanan
Multivitamin,6,kesehatan
Lampu,3,belanja
Detergen,3,belanja
2xTambal Gigi,6,kesehatan
Vitamin D,6,kesehatan
Sandal,3,belanja
youtube premium,4,tagihan
Pink Lemonade,1,minuman
Minyak Kayu Putih,6,kesehatan
Jilid,7,lain_lain
Taman Bermain,5,hiburan
FOTOKOPI,7,lain_lain
Pensil,3,belanja
Kopi Mocha,1,minuman
@ Bibimbap,0,makanan
Parkir Mobi,2,transportasi
Keret Api,2,transportasi
Tol,2,transportasi
*Tambal Gigi*,6,kesehatan
2xNasi Uduk,0,makanan
esival,5,hiburan
Ongkir,7,lain_lain
3xFotokopi,7,lain_lain
Biaya Pendaftaran,7,lain_lain
OjekOnline,2,transportasi
kopi susu,1,minuman
PASTA,0,makanan
Maxim,2,transportasi
Kebun Binatan,5,hiburan
Bowling,5,hiburan
Risotot,0,makanan
suplemen,6,kesehatan
Legalisir,7,lain_lain
Cabut Gigi,6,kesehatan
Vanilla Latte,1,minuman
Apple Music,4,tagihan
Sikat Gigi,3,belanja
Sweater,3,belanja
Mocha,1,minuman
Muffin,0,makanan
Ongkos Kirim,7,lain_lain
Fitness,5,hiburan
Pembalut,3,belanja
Earphone,3,belanja
Kuota Internet,4,tagihan
YouTube Prpium,4,tagihan
INTERNET BULANAN,4,tagihan
Biaya Transfer,7,lain_lain
.Lain-lain.,7,lain_lain
Stte Kambing,0,makanan
_Antasida_,6,kesehatan
Potn Ramb,7,lain_lain
GrabBike,2,transportasi
Cukur,7,lain_lain
Kontrakan,4,tagihan
2xJNT,7,lain_lain
Cabut Gigi,6,kesehatan
STEMPEL,7,lain_lain
Gelang,3,belanja
Peran,5,hiburan
Kuot Internet,4,tagihan
Netflix,4,tagihan
youtube premium,4,tagihan
2 First Media,4,tagihan
Jam Tangan,3,belanja
Multivitamin,6,kesehatan
.Bayar Kos.,4,tagihan
#PDAM*,4,tagihan
Charger,3,belanja
KOPI ESPRESSO,1,minuman
Pensil,3,belanja
Teh Susu,1,minuman
Baterai,3,belanja
Gnocchi,0,makanan
*Mikrolet.,2,transportasi
spotify,4,tagihan
Pink Ltmoande,1,minuman
Brownie,0,makanan
Sarapan,0,makanan
lensa kontak,6,kesehatan
Carrot Cake,0,makanan
Lensa Konakt,6,kesehatan
Nonton Film,5,hiburan
oC$r,2,transportasi
Batagor,0,makanan
Data Internet,4,tagihan
Softlens,6,kesehatan
@ Le Mineral,1,minuman
OabtDrae,6,kesehatan
Gojek,2,transportasi
Taro Latte,1,minuman
Biaya Berobat,6,kesehatan
2xCanva Pro,4,tagihan
Steam,5,hiburan
Nachos,0,makanan
1 Gulai,0,makanan
Charger,3,belanja
Tiket Wisata,5,hiburan
Top Up PUBG,5,hiburan
2 Mushroom Soup,0,makanan
Obat Diare,6,kesehatan
Iced Latte,1,minuman
Pkaet Heta,0,makanan
PERTAMAX,2,transportasi
Ayam Bakar,0,makanan
Lavender Latte,1,minuman
Setrika,7,lain_lain
Kontrakan,4,tagihan
red velvet,0,makanan
3xTiket Wisata,5,hiburan
Angkot,2,transportasi
Materai,7,lain_lain
TajsiOnline,2,transportasi
Burger,0,makanan
Teh Mani,1,minuman
Transjakarta,2,transportasi
Soba,0,makanan
Paket Hemat,0,makanan
Kopi Hitam,1,minuman
buku tulis,3,belanja
hazelnut latte,1,minuman
Patungan,7,lain_lain
Cabut Gigi,6,kesehatan
Komik,5,hiburan
Servis Motor,2,transportasi
ZAKAT,7,lain_lain
Cold Brew,1,minuman
Futsal,5,hiburan
ganache,0,makanan
1xChicken Bowl,0,makanan
Internet Bulanan,4,tagihan
telur ceplok,0,makanan
Kolam Renang,5,hiburan
pertamax,2,transportasi
.Tiket Pesawat#,2,transportasi
Infaq,7,lain_lain
Pretzel,0,makanan
-Lampu.,3,belanja
Banana Bread,0,makanan
Teh Manis,1,minuman
Buku Tulis,3,belanja
Cappuccino,1,minuman
KRL,2,transportasi
Print,7,lain_lain
3xJus Alpukat,1,minuman
Adobe,4,tagihan
WiFi,4,tagihan
Adobe,4,tagihan
Minyak Kayu Putih,6,kesehatan
Patungan,7,lain_lain
Gado-Gado,0,makanan
Netflix,4,tagihan
3xBowling,5,hiburan
Gado-Gado,0,makanan
Salon,7,lain_lain
AMOXICILLIN,6,kesehatan
Cold Brew,1,minuman
BPJS Kesehatan,4,tagihan
#Gado-Gado#,0,makanan
Infaq,7,lain_lain
Top Up Game,5,hiburan
Eclair,0,makanan
Scan,7,lain_lain
Obat Sakit Kepala,6,kesehatan
Tmabal Gigi,6,kesehatan
Skincare,3,belanja
-Kopi Gula Aren-,1,minuman
Biaya Periksa,6,kesehatan
Print,7,lain_lain
#Grab*,2,transportasi
Lemon Tea,1,minuman
Biaya Kos,4,tagihan
Obat Maag,6,kesehatan
Pensil,3,belanja
Taman Bermain,5,hiburan
Bay Listrik,4,tagihan
GoRide,2,transportasi
Top Up Game,5,hiburan
WiFi,4,tagihan
MILKSHAKE,1,minuman
KRL,2,transportasi
_Textbook-,3,belanja
JNT,7,lain_lain
Diamond ML,5,hiburan
3xNasi Goreng Kampung,0,makanan
PEMBALUT,3,belanja
Es Teh,1,minuman
Kacamata,6,kesehatan
Headset,3,belanja
Celana,3,belanja
Pisang Goreng,0,makanan
_YouTube Premium_,4,tagihan
Print,7,lain_lain
Fotokopi,7,lain_lain
Legalisir,7,lain_lain
YouTube Premium,4,tagihan
Mobil Online,2,transportasi
1xOjek,2,transportasi
2xTaman Bermain,5,hiburan
Voucher Game,5,hiburan
Diamond ML,5,hiburan
PCR,6,kesehatan
.Smoothie#,1,minuman
COLD BREW,1,minuman
festival,5,hiburan
2xAntasida,6,kesehatan
SEWA KOS,4,tagihan
1 Ramyeon,0,makanan
1 Nasi Box,0,makanan
YouTube Premium,4,tagihan
1 Penggaris,3,belanja
Khinik,6,kesehatan
Multivitamin,6,kesehatan
PCR,6,kesehatan
Data Internet,4,tagihan
Asuransi,4,tagihan
Karaoke,5,hiburan
KEMEJA,3,belanja
-Air PAM_,4,tagihan
XXI,5,hiburan
Suplemen,6,kesehatan
1xApotek,6,kesehatan
Biaya Admin,4,tagihan
First Media,4,tagihan
Topi,3,belanja
Chicken Wing,0,makanan
CABUT GIGI,6,kesehatan
Netflix,4,tagihan
guardian,6,kesehatan
*Alat Musik_,5,hiburan
Iuran Organisasi,7,lain_lain
Lavender Latte,1,minuman
teh susu,1,minuman
BIAYA PENDAFTARAN,7,lain_lain
Tiket Event,5,hiburan
Kabel Data,3,belanja
Buku Kulia,3,belanja
Gelang,3,belanja
Voucher Game,5,hiburan
Retribusi Parkir,2,transportasi
SOFTENER,3,belanja
PCR,6,kesehatan
KOPI INSTAN,1,minuman
tiket pesawat,2,transportasi
ROTI BAKAR,0,makanan
Ovaltine,1,minuman
Kopi Dalgona,1,minuman
Disney Plus,4,tagihan
3xOrange Juice,1,minuman
Pameran,5,hiburan
Isi Bensin,2,transportasi
Top Up Mobile Legends,5,hiburan
-Suplemen#,6,kesehatan
_Latte-,1,minuman
Infaq,7,lain_lain
.Softlens.,6,kesehatan
Ovaltine,1,minuman
2 Lain-lain,7,lain_lain
PCR,6,kesehatan
.Gym-,5,hiburan
TAKSI ONLINE,2,transportasi
Aqua,1,minuman
*Kopi Susu-,1,minuman
_Dokter Gigi.,6,kesehatan
PLN,4,tagihan
Club Soda,1,minuman
MR%,2,transportasi
TAKOYAKI,0,makanan
_Futsal*,5,hiburan
tambal gigi,6,kesehatan
Asuransi,4,tagihan
3xHansaplast,6,kesehatan
Tiket Masuk,5,hiburan
2 Earphone,3,belanja
Zakat,7,lain_lain
Tol,2,transportasi
Metromini,2,transportasi
Kopi Latte,1,minuman
Deodoran,3,belanja
2 Kereta Api,2,transportasi
Obat Flu,6,kesehatan
Wah^na,5,hiburan
Cappuccino,1,minuman
Kopi Latte,1,minuman
Asuransi,4,tagihan
Udon,0,makanan
E-Toll,2,transportasi
top up game,5,hiburan
BUBBLE TEA,1,minuman
softlens,6,kesehatan
Diamond ML,5,hiburan
kemeja,3,belanja
ADOBE,4,tagihan
Espresso,1,minuman
Oat Sakit)Kepaa,6,kesehatan
Es Kopi Susu,1,minuman
Ongkir,7,lain_lain
KOPI AMERICANO,1,minuman
.Bayar Listrik_,4,tagihan
Suplemen,6,kesehatan
Tiket Kereta,2,transportasi
Bihun Goreng,0,makanan
Kupat Tah,0,makanan
Vanilla Latte,1,minuman
Dokter Gigi,6,kesehatan
Pasta,0,makanan
Ikan Goreng,0,makanan
Pertamax,2,transportasi
Brown Sugar Latt,1,minuman
Grab,2,transportasi
Busway,2,transportasi
Cinepolis,5,hiburan
_SiCepat_,7,lain_lain
POWER BANK,3,belanja
Multivitamin,6,kesehatan
Cabut Gigi,6,kesehatan
Nasi Bebek,0,makanan
GoRide,2,transportasi
Microsoft 365,4,tagihan
Flashdisk,3,belanja
Kacamata,3,belanja
Mouse,3,belanja
Klinik,6,kesehatan
Stempel,7,lain_lain
E-Toll,2,transportasi
GoSend,7,lain_lain
*Tiket Bioskop.,5,hiburan
mari,2,transportasi
Vitamin C,6,kesehatan
Biaya Pendaftaran,7,lain_lain
Gulai,0,makanan
IKAT PINGGANG,3,belanja
Servis Motor,2,transportasi
1xMaximBike,2,transportasi
Obat Diare,6,kesehatan
Hoodie,3,belanja
Angkot,2,transportasi
-Patungan.,7,lain_lain
1 Apotek,6,kesehatan
Laundry,7,lain_lain
Kebun Binatang,5,hiburan
Angkot,2,transportasi
Infaq,7,lain_lain
GoCar,2,transportasi
2xATM,7,lain_lain
Spotify,4,tagihan
Adobe,4,tagihan
TENIS,5,hiburan
3xCold Brew,1,minuman
LRT,2,transportasi
Gym,5,hiburan
OjekOnline,2,transportasi
Nasi Goreng Kampung,0,makanan
Biaya Admin,4,tagihan
3xNonton Film,5,hiburan
Top Up PUBG,5,hiburan
Tiket KRL,2,transportasi
Nasi Campur,0,makanan
Aqua,1,minuman
Materai,7,lain_lain
_Charger-,3,belanja
1 Iuran Organisasi,7,lain_lain
Spring Roll,0,makanan
INDIHOME,4,tagihan
Tike tWisata,5,hiburan
Lab Kesehata,6,kesehatan
Zakat,7,lain_lain
Internet Bulanan,4,tagihan
Masker,6,kesehatan
Biaya Transfer,7,lain_lain
Jus Alpukat,1,minuman
First Media,4,tagihan
*Cat Akrilik*,5,hiburan
Keyboard,3,belanja
Sabun,3,belanja
#Transfer*,7,lain_lain
Cap Cay,0,makanan
Mikrolet,2,transportasi
Cukur,7,lain_lain
2xTiket Event,5,hiburan
Klinik,6,kesehatan
Vanilla Latte,1,minuman
@ Nasi Bebek,0,makanan
Croissant,0,makanan
Lain-lain,7,lain_lain
_Kemeja-,3,belanja
_French Toast_,0,makanan
*Ongkir_,7,lain_lain
Gojek,2,transportasi
biaya periksa,6,kesehatan
Kacamata,6,kesehatan
Iced Americano,1,minuman
.Jajan_,7,lain_lain
Grab,2,transportasi
Tiket Event,5,hiburan
2 Alat Musik,5,hiburan
Hansaplast,6,kesehatan
GOCAR,2,transportasi
Hoodie,3,belanja
MaximBike,2,transportasi
LT,2,transportasi
Ongkos Kirim,7,lain_lain
BELANJA ONLINE,3,belanja
Transjakarta,2,transportasi
1 MaximBike,2,transportasi
Donasi,7,lain_lain
Ramune,1,minuman
Vitamin C,6,kesehatan
Brown Sugar Latte,1,minuman
PLN,4,tagihan
Metromini,2,transportasi
WiFi,4,tagihan
Roti Bakar,0,makanan
Taro Latte,1,minuman
Kacamata,3,belanja
Kaos,3,belanja
Dat Inetnret,4,tagihan
1 MaximCar,2,transportasi
antasida,6,kesehatan
Grab,2,transportasi
1 Data Internet,4,tagihan
-Token Listrik-,4,tagihan
commuter line,2,transportasi
Bibimbap,0,makanan
headset,3,belanja
Cek Darah,6,kesehatan
Nasi Putih,0,makanan
sate ayam,0,makanan
Garlic Bread,0,makanan
Tiket Bus,2,transportasi
Top Up Genshin,5,hiburan
Gojek,2,transportasi
Biaya Admin,4,tagihan
Ibuprofen,6,kesehatan
Tiket Pesawat,2,transportasi
Biaya Berobat,6,kesehatan
Teh 2oxol,1,minuman
Makan Siang,0,makanan
Lensa Konatk,6,kesehatan
Bayar Kos,4,tagihan
Jilid,7,lain_lain
Administrasi,4,tagihan
Patungan,7,lain_lain
Biaya Periksa,6,kesehatan
@ MRT,2,transportasi
2 Legalisir,7,lain_lain
MRT,2,transportasi
Flashdisk,3,belanja
cinepolis,5,hiburan
Nasi Goreng Kampun,0,makanan
Tagihan Listrik,4,tagihan
1xBayar Kos,4,tagihan
Voucher Gam,5,hiburan
MATERAI,7,lain_lain
Oba Flu,6,kesehatan
XXI,5,hiburan
@ Latte,1,minuman
Americano,1,minuman
Isi Pulsa,4,tagihan
Penggaris,3,belanja
Stempel,7,lain_lain
Tisu,3,belanja
Badminton,5,hiburan
Japchae,0,makanan
Nasi Pecel,0,makanan
RETRIBUSI PARKIR,2,transportasi
Thai Tea,1,minuman
Mizone,1,minuman
2 XXI,5,hiburan
GORIDE,2,transportasi
COLD BREW,1,minuman
2 Tiket Bus,2,transportasi
Dokte Gigi,6,kesehatan
1xBiaya Pendaftaran,7,lain_lain
ap5dT et,6,kesehatan
2xGuardian,6,kesehatan
#Ganti Oli#,2,transportasi
Obat Sakit Kepala,6,kesehatan
Taman Bermain,5,hiburan
3xBPJS Kesehatan,4,tagihan
UC PUBG,5,hiburan
Masker,6,kesehatan
Ongkos Kirim,7,lain_lain
Pasta,0,makanan
Lab Kesehatan,6,kesehatan
Clbb Sadwch,0,makanan
metromini,2,transportasi
Futsal,5,hiburan
Tteokbokki,0,makanan
JNT,7,lain_lain
Lampu,3,belanja
Rok,3,belanja
Tokopedia,3,belanja
Rapid Test,6,kesehatan
Tagihan Telepon,4,tagihan
HANSAPLAST,6,kesehatan
tiket kereta,2,transportasi
1 Pertamax,2,transportasi
Softlens,6,kesehatan
KRL,2,transportasi
Softlens,6,kesehatan
orange juice,1,minuman
Sabun,3,belanja
Tahu Goreng,0,makanan
Resep Dokter,6,kesehatan
Biaya Berobat,6,kesehatan
_GoSend#,7,lain_lain
Hansaplast,6,kesehatan
_YouTube Premium#,4,tagihan
Taksi Online,2,transportasi
XXI,5,hiburan
2 Celana,3,belanja
-Jaket-,3,belanja
TeBotol,1,minuman
Grab,2,transportasi
Adobe,4,tagihan
Tike Event,5,hiburan
Festival,5,hiburan
Tagihan Telepon,4,tagihan
Sewa Kos,4,tagihan
#Spotify_,4,tagihan
Lensa Kontak,6,kesehatan
XXI,5,hiburan
Fotokopi,7,lain_lain
Dompet,3,belanja
Biaya Transfe,7,lain_lain
Rawon,0,makanan
TRANSJAKARTA,2,transportasi
YoTue Prui,4,tagihan
Pulsa,4,tagihan
Lensa Kontak,6,kesehatan
Caramel Latte,1,minuman
DETERGEN,3,belanja
Nescafe,1,minuman
Matcha Latte,1,minuman
Lain-lain,7,lain_lain
Peppermint Tea,1,minuman
-Pulpen*,3,belanja
zakat,7,lain_lain
Klinik,6,kesehatan
_Voucher Game_,5,hiburan
Cat Akrilik,5,hiburan
*Wahana#,5,hiburan
Iuran Organisasi,7,lain_lain
1xGoSend,7,lain_lain
.Salon.,7,lain_lain
Cold Brew,1,minuman
Lasagna,0,makanan
@ Salad,0,makanan
Asuransi,4,tagihan
Sorbet,0,makanan
Es Cendol,1,minuman
Kolam Renang,5,hiburan
UC PUBG,5,hiburan
Taro Latte,1,minuman
Teotbo,3,belanja
Deodoran,3,belanja
WAHANA,5,hiburan
TOKEN LISTRIK,4,tagihan
Taksi Online,2,transportasi
Badminton,5,hiburan
Jus Mangga,1,minuman
#Tiket Bioskop_,5,hiburan
-Map Plastik*,3,belanja
Peach Tea,1,minuman
Dompet,3,belanja
Ikat Pinggang,3,belanja
-Profiterole*,0,makanan
Adobe,4,tagihan
LRT,2,transportasi
Espresso,1,minuman
Jus Semangka,1,minuman
es kelapa muda,1,minuman
Hazelnut Latte,1,minuman
Kolam Renang,5,hiburan
Disney Plus,4,tagihan
TOP UP GAME,5,hiburan
Tokopedia,3,belanja
DIAMOND ML,5,hiburan
JNT,7,lain_lain
Tagihan Air,4,tagihan
Brown Sugar Latte,1,minuman
Cookie,0,makanan
tiket konser,5,hiburan
Potong Rambut,7,lain_lain
Wahana,5,hiburan
Le Mineral,1,minuman
Infaq,7,lain_lain
Americano,1,minuman
PCR,6,kesehatan
Cinepolis,5,hiburan
Kopi Gula Aren,1,minuman
Masker,6,kesehatan
Siomay,0,makanan
Biaya Transfer,7,lain_lain
2xBBQ Chicken,0,makanan
JNT,7,lain_lain
oipMoiah,1,minuman
aPsta,0,makanan
Detergen,3,belanja
Thai Tea,1,minuman
Nas Godeng Seafood,0,makanan
Servis Motor,2,transportasi
Sabun,3,belanja
Puhpen,3,belanja
Biscuit,0,makanan
Sikat Gigi,3,belanja
Sedekah,7,lain_lain
Lychee Drink,1,minuman
Tagihan Air,4,tagihan
